ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicencsingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,publicConsultationEndDate,ResponsesFor,ResponsesAgainst
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01768/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,05/08/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey front extension (Resubmission of 14/00978/FUL),86 Western Drive Hanslope Milton Keynes MK19 7LE ,30/09/2014,Decided,,,,,01/10/2014,Approve,Delegated,,,,,,,,,Mr Antony Thompson,,30/09/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02043/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,08/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Replacement windows and doors,"1, 3, 5, 7 And 9 Johnston Place Oldbrook Milton Keynes MK6 2JY ",13/11/2014,Decided,,,,,11/11/2014,Approve,Delegated,,,,,,,,,Mr Martin Faulkner,,21/10/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02044/TPO,http://publicaccess2.milton-keynes.gov.uk/online-applications/,08/09/2014,http://id.esd.org.uk/service/508,Tree preservation orders,,,Tree preservation order consent to fell 1 x Horse Chestnut tree on the drive of Cedar Lodge.,Cedar Lodge St Georges Way Wolverton Milton Keynes MK12 5ES ,,,,,,,03/12/2014,,,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02416/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,29/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear extension; insertion of juliet balcony and 4 x roof-lights to rear elevation,2 High Street Weston Underwood Olney MK46 5JS ,24/12/2014,Decided,,,,,28/01/2015,Approve,Delegated,,,,,,,,,Building Tectonics Ltd,,23/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02310/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,26/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of detached garage to the rear of existing dwelling,5 Pyms Stables Newport Pagnell Milton Keynes MK16 0FG ,21/11/2014,Decided,,,,,19/11/2014,Approve,Delegated,,,,,,,,,Mr Robert Clark,,13/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02320/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,29/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear extension,53 Anson Road Wolverton Milton Keynes MK12 5BW ,12/12/2014,Decided,,,,,23/01/2015,Approve,Delegated,,,,,,,,,Andrew Buswell,,21/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02335/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Removal of condition 2 (occupancy by employee only) attached to application 97/01348/MK,99 Wolverton Road Newport Pagnell MK16 8HX ,10/12/2014,Live,,,,,09/01/2015,Refuse,Delegated,,,,,,,,,APC Ltd Northampton,,13/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02336/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6013,Q20 Other change of use,Change of use of plots 66 & 67 for use as a sales and marketing centre for a temporary period of 3 y,Oakgrove Chaffron Way V8 To V10 Milton Keynes  ,,,,,,,,,,,,,,,,,,Savills,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02337/CLUP,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/10/2014,http://id.esd.org.uk/service/1732,Lawful Development Certificate proposed Use,http://opendatacommunities.org/def/concept/planning/application/6000/6031,Q26 Certificates of lawful development,Certificate of lawfulness for loft conversion with insertion of dormer window and roof-light to rear,2 Park Road Stony Stratford Milton Keynes MK11 1LF ,29/01/2015,Decided,,,,,27/01/2015,,Delegated,,,,,,,,,SKETCH3D Design & Drafting,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02358/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side extension and detached double garage,68 Buckingham Road Bletchley Milton Keynes MK3 5HL ,17/12/2014,Decided,,,,,17/12/2014,Approve,Delegated,,,,,,,,,,,02/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02384/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,03/10/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advertisement consent for 1 x fixed illuminated sign and 1 x fixed freestanding sign (restrospective,Dawson Rentals Dawson Road Bletchley  ,31/12/2014,Decided,,,,,23/12/2014,Approve,Delegated,,,,,,,,,Iain Smith,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02334/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/10/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condtions  4 (external materials) attached to application,Middleton Swimming Pool Tickford Street Newport Pagnell MK16 9BG ,10/12/2014,Decided,,,,,14/11/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02346/MKCOD3,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Installation of 2 electric vehicle rapid charge units,Twin Rapid Charge Units Nw of Multi Storey Car Park Elder Gate Central Milton Keynes Milton Keynes  ,11/12/2014,Withdrawn,,,,,25/11/2014,Withdrawn,,,,,,,,,,Chargemaster,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02347/MKCOD3,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Installation of 2 electric vehicle rapid charge units,Woughton Centre Rainbow Drive Leadenhall Milton Keynes MK6 5EJ ,11/12/2014,Decided,,,,,09/01/2015,Approve,Delegated,,,,,,,,,Chargemaster,,15/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02348/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Installation of timber summerhouse,138 Weston Road Olney MK46 5AF ,08/01/2015,Decided,,,,,08/01/2015,Approve,Delegated,,,,,,,,,SIPS Garden Room Ltd,,19/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02349/MMAM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/10/2014,http://id.esd.org.uk/service/1740,Planning minor material amendments ,http://opendatacommunities.org/def/concept/planning/application/6000/6001,Q1 Major dwellings,Variation of Condition 1 for approved plans to application 13/01924/REM in relation to the boundary ,Oakgrove Phase 2  Atlas Way Oakgrove Milton Keynes  ,04/02/2015,Decided,,,,,03/02/2015,Approve,Delegated,,,,,,,,,Catherine Williams,,25/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01234/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/05/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey and single storey rear extension,127 High Street Olney MK46 4EF ,28/07/2014,Decided,,,,,13/10/2014,Approve,Delegated,,,,,,,,,Mr Stephen Cole,,28/08/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02357/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,17/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey rear extension and single storey side extension (resubmission of 14/01395/FUL),1 Duncan Grove Shenley Church End Milton Keynes MK5 6HL ,12/12/2014,Decided,,,,,09/12/2014,Approve,Delegated,,,,,,,,,3D Architects Ltd,,15/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02380/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,22/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Proposed window replacement,Premier Lodge At Furzton Lake Shirwell Crescent Furzton Milton Keynes MK4 1GA ,18/12/2014,Decided,,,,,17/12/2014,Approve,Delegated,,,,,,,,,Mr Paul Leonard,,16/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02381/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,22/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Installation of louvres; signage and external seating area,Unit 6B Xscape Building 602 Marlborough Gate Central Milton Keynes Milton Keynes MK9 3XA ,17/12/2014,Decided,,,,,02/02/2015,Approve,Delegated,,,,,,,,,Pegasus Planning Group Ltd,,18/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01484/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,27/06/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to reduce by one third the crown height; lifting crown; cutting branches o,24-26 High Street Great Linford Milton Keynes MK14 5AX ,07/08/2014,Decided,,,,,07/08/2014,,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01902/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/07/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey side extension,26 Daniels Welch Coffee Hall Milton Keynes MK6 5DB ,25/09/2014,Withdrawn,,,,,25/09/2014,Withdrawn,,,,,,,,,,Mr Ray Sharpe,,19/09/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01904/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,01/08/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of conditions 3 (Roof material details); 6 (Stonework detail,Manor Cottage Leys Road Loughton Milton Keynes MK5 8AZ ,26/09/2014,Decided,,,,,24/09/2014,Approve,Delegated,,,,,,,,,Walker Associates Architects,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01914/EIASCR,http://publicaccess2.milton-keynes.gov.uk/online-applications/,20/08/2014,http://id.esd.org.uk/service/1738,Environmental Impact Assessment screening,,,Screening opinion request for the development of a solar photovoltaic (PV) farm for the purposes of ,Land At Broughton Grounds Lane Brooklands Milton Keynes  ,09/09/2014,Decided,,,,,22/09/2014,,Delegated,,,,,,,,,DLP Planning,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02116/TCA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,16/09/2014,http://id.esd.org.uk/service/1736,Conservation area tree works notification,,,Notification of intention to crown lift to maximum 6m and remove deadwood of 2x Lime and 1x Sycamore,Calverton Cottage Lower Weald To Calverton Road Calverton Milton Keynes MK19 6ED ,27/10/2014,Decided,,,,,27/10/2014,,Delegated,,,,,,,,,Mr Matthew Venn,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02117/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side extension with canopy to front of extension and existing building. Resubmission of 1,12 Caldecote Street Newport Pagnell MK16 0BX ,18/11/2014,Decided,,,,,16/12/2014,Approve,Delegated,,,,,,,,,Mr Stephen R Everitt,,06/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02121/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6013,Q20 Other change of use,Change of use from tattoo business (use class Sui Generis) to beauty/nail business (use class Sui Ge,36 Saxon Gate West Central Milton Keynes Milton Keynes MK9 2DH ,20/11/2014,Decided,,,,,20/11/2014,Approve,Delegated,,,,,,,,,,,06/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02131/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,First floor extension to rear (resubmission of 14/00981/FUL),2 Donnington Bradville Milton Keynes MK13 7HH ,04/11/2014,Decided,,,,,07/11/2014,Approve,Delegated,,,,,,,,,,,23/10/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02132/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey rear extension and removal of conservatory,269 Whalley Drive Bletchley Milton Keynes MK3 6PL ,04/11/2014,Decided,,,,,31/10/2014,Approve,Delegated,,,,,,,,,,,23/10/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02133/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,09/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Removal of existing 11KV distribution transformer and construction of new switch building,Electricity Sub-station Fulmer Street  Shenley Wood Milton Keynes  ,04/11/2014,Decided,,,,,20/11/2014,Approve,Delegated,,,,,,,,,,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01507/MKCOD3,http://publicaccess2.milton-keynes.gov.uk/online-applications/,15/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Installation of 2 x electric vehicle rapid charge units,Rapid Charge Unit Opposite 47 Singleton Drive Grange Farm Milton Keynes  ,10/11/2014,Decided,,,,,10/11/2014,Approve,Delegated,,,,,,,,,Mr William Fowler,,21/10/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01727/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,18/07/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6007,Q13 Minor dwellings,Erection of detached dwelling,Land Between 72 And 74 Bradwell Road Bradville Milton Keynes  ,12/09/2014,Decided,,,,,08/10/2014,Approve,Committee,,,,,,,,,,,24/09/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02352/NMA,http://publicaccess2.milton-keynes.gov.uk/online-applications/,14/10/2014,http://id.esd.org.uk/service/1739,Planning non-material amendments ,,,Non material amendment to application 12/02609/FUL for:- Site Layout and Floor Plans: Details of loc,Site C Chalkdell Drive Shenley Wood Milton Keynes  ,10/12/2014,Decided,,,,,16/12/2014,Approve,Delegated,,,,,,,,,Mr Iain Smith,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02417/LBC,http://publicaccess2.milton-keynes.gov.uk/online-applications/,29/10/2014,http://id.esd.org.uk/service/514,Listed building consent ,http://opendatacommunities.org/def/concept/planning/application/6000/6016,Q23 Other listed building consents (alter-extend),Listed building consent for single storey rear extension; insertion of juliet balcony and 4 roof-lig,2 High Street Weston Underwood Olney MK46 5JS ,24/12/2014,Decided,,,,,28/01/2015,Approve,Delegated,,,,,,,,,Building Tectonics Ltd,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02423/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,30/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6012,Q18 Minor all other minor developments,Variation of condition 1 (removal of single storey rear extension before 6th January 2015) attached ,Saxon Clinic Chadwick Drive Eaglestone - West Milton Keynes MK6 5LR ,25/12/2014,Decided,,,,,23/12/2014,Approve,Delegated,,,,,,,,,Walsingham Planning,,23/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02424/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,30/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Erection of front porch; single storey rear extension; partial garage conversion and insertion of wi,25 Holborn Crescent Tattenhoe Milton Keynes MK4 3EQ ,31/12/2014,Decided,,,,,28/01/2015,Approve,Delegated,,,,,,,,,Building Tectonics Ltd,,30/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02472/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,05/11/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey rear extension incorporating existing balcony structure at first floor level,62 Colesbourne Drive Downhead Park Milton Keynes MK15 9AP ,01/01/2015,Decided,,,,,03/02/2015,Approve,Delegated,,,,,,,,,Knight Arcitecture And Design,,30/12/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01383/DISCON,http://publicaccess2.milton-keynes.gov.uk/online-applications/,20/06/2014,http://id.esd.org.uk/service/1734,Discharge of planning conditions,,,Details submitted pursuant to discharge of condition 3 (landscaping scheme) attached to planning per,18 St Govans Close Tattenhoe Milton Keynes MK4 3AF ,18/08/2014,Decided,,,,,18/08/2014,Approve,Delegated,,,,,,,,,R A Hollowood,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01746/ADV,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/07/2014,http://id.esd.org.uk/service/1082,Advertisement control,http://opendatacommunities.org/def/concept/planning/application/6000/6015,Q22 Other advertisements,Advertisement consent to display 7 x internally illuminated building signs,Morrisons At Site of Former Leisure Plaza Elder Gate Central Milton Keynes Milton Keynes  ,29/09/2014,Decided,,,,,28/11/2014,Approve,Delegated,,,,,,,,,Mr Ben Gavaghan,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01747/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,31/07/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Single storey garage extension and conversion to annex,76 Western Drive Hanslope Milton Keynes MK19 7LE ,29/09/2014,Decided,,,,,29/09/2014,Approve,Delegated,,,,,,,,,Mr Antony Thompson,,23/09/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/01985/EIASCR,http://publicaccess2.milton-keynes.gov.uk/online-applications/,28/08/2014,http://id.esd.org.uk/service/1738,Environmental Impact Assessment screening,,,Screening opinion request for the proposed erection of a retail foodstore; petrol filling station; c,Land At Corner of Lavendon Road And Warrington Road Olney Milton Keynes  ,17/09/2014,Decided,,,,,29/09/2014,,Delegated,,,,,,,,,Helen McManus,,,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02211/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,01/10/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey side extension to form annexe (Resubmission of 14/01280/FUL),26 Orchard Way North Crawley Newport Pagnell MK16 9LU ,26/11/2014,Decided,,,,,24/12/2014,Refuse,Delegated,,,,,,,,,Paul Allen,,24/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02212/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,29/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6006,Q6 Major all other major developments,Food store (use class A1) and petrol filling station; recycling facilities and associated parking; s,Land At Corner of Lavendon Road And Warrington Road Olney  ,29/12/2014,Live,,,,,,,Committee,,,,,,,,,Mr Sean McGrath,,04/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02237/FUL,http://publicaccess2.milton-keynes.gov.uk/online-applications/,22/09/2014,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Two storey rear and side extension,51 Bramble Avenue Conniburrow Milton Keynes MK14 7BZ ,16/12/2014,Decided,,,,,16/12/2014,Refuse,Delegated,,,,,,,,,Mr Ray Sharpe,,21/11/2014,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02383/REM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,22/10/2014,http://id.esd.org.uk/service/1731,Planning reserved matters,http://opendatacommunities.org/def/concept/planning/application/6000/6001,Q1 Major dwellings,Erection of 121 dwellings for residential use along with garages; roads; sewers and all ancillary wo,Wea Area 10-1 - 10-3 Watling Street H3 To H4 Milton Keynes  ,21/01/2015,Live,,,,,,,,,,,,,,,,Woods Hardwick Ltd,,14/01/2015,,
05/03/2015,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,http://opendatacommunities.org/id/unitary-authority/milton-keynes,Milton Keynes,14/02396/MMAM,http://publicaccess2.milton-keynes.gov.uk/online-applications/,24/10/2014,http://id.esd.org.uk/service/1740,Planning minor material amendments ,http://opendatacommunities.org/def/concept/planning/application/6000/6014,Q21 Other householder developments,Variation of Condition 1 of planning permission 13/02171/FUL to change window on first floor rear el,28 Thomas Drive Newport Pagnell MK16 8TH ,19/12/2014,Decided,,,,,09/02/2015,Approve,Delegated,,,,,,,,,,,17/12/2014,,
